# x_m,y_m,theta_rad,kappa_1pm,v_mps,heading,ld_m
-3.1767114354150507,2.556277889421665,-2.458090823158229,0.0349628345658834,12.0,2.4463981378309856,1.6
-3.701227282321227,2.99378007158861,-2.456798540782452,-0.0310996285259497,12.0,2.4674194781573564,1.6
-4.223744196163409,3.411307288388155,-2.451029083186072,0.0479882799518752,12.0,2.4349807507600514,2.0
-4.743286287292399,3.8548167642345375,-2.438452501155508,-0.0101643107930312,12.0,2.4419241178968556,2.0
-5.265915399088222,4.294725142109385,-2.455422872024392,-0.0403636516939906,12.0,2.4692096026119033,2.0
-5.78918901060441,4.711324368776175,-2.4544452314178984,0.0432282110047664,12.0,2.4399884884911245,1.6
-6.3109377874817625,5.152219998249311,-2.4507552450313144,-0.0321964010245088,12.0,2.461751755144099,1.6
-6.831059070341055,5.572685141238264,-2.450439840307469,0.0331236026302274,12.0,2.439363019731034,2.0
-7.352473147933331,6.013857244854165,-2.441272319552226,-0.0055897839443043,12.0,2.4431812644574156,1.6
-7.875665178673401,6.4531169038559,-2.4550417073176147,-0.0354655837734402,12.0,2.467155675828725,2.0
-8.398070583876404,6.870780871329394,-2.456699510042764,0.0306171752048684,12.0,2.4464604763968842,2.0
-8.922613340272747,7.308250052547333,-2.4566927170096053,-0.0305968664290947,12.0,2.467141947077902,2.0
-9.445012942379924,7.725921136754312,-2.4545003289088947,0.0370143665126595,12.0,2.4421219424413927,1.6
-9.96768279729794,8.165687185203677,-2.4544757620960644,-0.03694092332397,12.0,2.467092296984288,2.0
-10.490061412493816,8.583384007095969,-2.450126685306542,0.0496760599221375,12.0,2.4335139762337152,2.0
-11.008914325135647,9.027622443044796,-2.4391321285843253,-0.0164472639319585,12.0,2.4447492733528375,1.6
-11.532819494317728,9.466082131067475,-2.456940761670571,-0.0364546135386759,12.0,2.469393147792103,2.0
-12.056170693326584,9.882586206883282,-2.454302976523043,0.0441817489357065,12.0,2.439527311955186,2.0
-12.577720357261876,10.323726022181066,-2.45741609830702,-0.0534854786514301,12.0,2.4756839428299386,0.6
-13.103731015724854,10.736968620901369,-2.458194923696431,0.0512065602267601,12.0,2.44106834414151,0.6
-13.625946007764774,11.177292498821036,-2.451308762996984,-0.0306224623480864,12.0,2.4617675103340275,0.6
-14.146073949791194,11.597749475217714,-2.452795159797714,0.0262698850897716,12.0,2.444010279910828,0.6
-14.66959237896114,12.036543755213524,-2.4394643998718744,0.013309265645737,12.0,2.4349186866510797,0.6
-15.189118952576678,12.480095728382183,-2.4522691917625856,-0.0518805990345656,12.0,2.469989420508839,0.6
-15.712722207990566,12.896290690182145,-2.4551258218280307,0.0435191737445922,12.0,2.4405716357489893,0.6
-16.23472275406197,13.33687755786595,-2.4567245072731825,-0.0482972912102479,12.0,2.473220033625876,0.6
-16.75969172401532,13.751397650480571,-2.4574939246129035,0.0460446746749761,12.0,2.4420944320179925,0.6
-17.282360789840233,14.191187593589913,-2.4496403561275977,-0.0225335566728319,12.0,2.4573364673729765,0.6
-17.801343034508996,14.614534477428696,-2.452309767446672,0.0147402317788123,12.0,2.4473736321989636,0.6
-18.32552583823777,15.050892478563608,-2.4456604426431467,0.0050161070194174,12.0,2.443949854691352,0.6
-18.8490065229241,15.489708978335193,-2.453517431008504,-0.0286102066852783,12.0,2.463288897803917,0.6
-19.369777506855517,15.909377348445217,-2.457338708288108,0.0174237765793467,12.0,2.451511999347117,0.6
-19.896500733264823,16.34417247009304,-2.455566290714228,-0.0121238368427943,12.0,2.459706559736007,0.6
-20.41575758996648,16.76569771802532,-2.446592748282601,0.0383919640530261,12.0,2.433754228099235,0.6
-20.934796559564305,17.209879385541758,-2.446479896534962,-0.0377035683387782,12.0,2.459358564446463,0.6
-21.458738183287544,17.635510228870974,-2.4583302483247134,0.0030388780015491,12.0,2.4573045691051916,0.6
-21.983149200839264,18.063313358769975,-2.450292858528357,0.02053024308807,12.0,2.44334569633949,0.6
-22.50635411356272,18.50243717919687,-2.4532091824012228,-0.029495076019103,12.0,2.463282662366258,0.6
-23.02712246195275,18.92210878145164,-2.4509657982694253,0.0360615225425476,12.0,2.438906420557482,0.6
-23.548404050828,19.36357735553792,-2.4538094210803645,-0.0445626949623465,12.0,2.4690298767816587,0.6
-24.07160168967463,19.78026975268762,-2.4585384358022915,0.0307210291281425,12.0,2.4482644676738485,0.6
-24.59692315400557,20.216783951084206,-2.4592256758572346,-0.032775447855407,12.0,2.470418715416498,0.6
-25.12070788327447,20.632756359078886,-2.454676060997979,0.0460896154124549,12.0,2.439262155608315,0.6
-25.642168871965215,21.07405841273889,-2.4491645950198704,-0.0293334376719328,12.0,2.4591838990887593,0.6
-26.16613388989264,21.499860196930857,-2.4559286069582345,0.0096224035647736,12.0,2.4526802564718206,0.6
-26.68843233836347,21.929977820613804,-2.447297716738761,0.0157599229334724,12.0,2.441966081017803,0.6
-27.211034876004504,22.369826364393663,-2.452895548068642,-0.0326825575977931,12.0,2.464057736628065,0.6
-27.73213082766263,22.789096204345334,-2.4513882774037947,0.0370939085879152,12.0,2.438983599485386,0.6
-28.25344573951937,23.23052391217937,-2.4558221451285056,-0.0503476280579977,12.0,2.4730184325038804,0.6
-28.77832948053571,23.64514852687104,-2.4568389929450305,0.0473721577901739,12.0,2.4409955785279482,0.6
-29.300513057398028,24.08551093137248,-2.455374062580224,-0.0429937609172643,12.0,2.4700581065579486,0.6
-29.82414534801617,24.5016702853148,-2.455377708610808,0.0429821883769231,12.0,2.4410030947901027,0.6
-30.34634313506688,24.942037957142315,-2.4513308362342388,-0.0305838596126193,12.0,2.4617766280642086,0.6
-30.871572216171085,25.36661063441419,-2.4547563655037288,0.0207578902370632,12.0,2.4477467150734515,0.6
-31.391579135072423,25.79916405842314,-2.44786096959629,-0.0003345331836761,12.0,2.447974107816444,0.6
-31.91681613091409,26.235865940378748,-2.457281732559632,-0.0278321334546564,12.0,2.466787360876693,0.6
-32.43906585117636,26.653720834947425,-2.457062759782761,0.0284753722081641,12.0,2.4475400232022397,0.6
-32.96407460639729,27.0906185299219,-2.4462336726795044,0.0039061711076786,12.0,2.44489967979584,0.6
-33.477072940934995,27.5198190318076,-2.4457572771319835,-0.0025114155688356,12.0,2.4465971760925243,0.6
-34.001624352441766,27.957173863566485,-2.44770387009585,-0.0032515363601187,12.0,2.44881420362662,0.6
-34.525421517729285,28.391934900918525,-2.4520988031668667,-0.0097885244274261,12.0,2.455430428703741,0.6
-35.04464984891928,28.81713329505534,-2.4487898542233038,0.0194401140417334,12.0,2.4422666051377786,0.6
-35.56747320745028,29.25689933900013,-2.4478053393714214,-0.0163890008280178,12.0,2.453403679614225,0.6
-36.08954346077391,29.68619561264676,-2.4560975236185745,-0.0079716157955838,12.0,2.4587915660576027,0.6
-36.61388050106051,30.112641400697303,-2.4452805764834658,0.0395532696528596,12.0,2.4319143648757646,0.6
-37.13212078507961,30.557793962905027,-2.44610159335626,-0.0424250117400053,11.98692913726406,2.460593546220775,0.6
-37.651752535792966,30.978859452659545,-2.449920288157013,0.0312535677285305,11.687948192618094,2.439468867181878,0.6
-38.17321194926872,31.419975214569707,-2.44273773156364,-0.0095704719834571,11.285790318265452,2.446006096911826,0.6
-38.697623932786456,31.8577395052178,-2.454803744038911,-0.0263077840880875,10.853822334197494,2.463789361696675,0.6
-39.21860644914607,32.277148458637555,-2.45162289200994,0.0356217174957136,10.413544624635188,2.4397105535832213,0.6
-39.74023522803441,32.71819124985517,-2.4526007783143267,-0.0385453622307444,9.943772776339486,2.4657658094910375,0.6
-40.26205314891907,33.13657568954538,-2.467235403283859,-0.0043031817594422,9.461233278049232,2.468674461312103,0.6
-40.796184159790656,33.56228613824793,-2.477551408530252,-0.0265342063943176,8.941619701093265,2.486613195266861,0.6
-41.32681677318126,33.969860517394764,-2.465687989494982,0.0611796608882387,8.401501993484558,2.4452205258345305,0.6
-41.85160735055299,34.40864084800772,-2.421600503490698,0.0690617092684923,7.819628359865359,2.397979446987434,0.6
-42.35506965801856,34.871693834927314,-2.3666548067962867,0.0893392552913276,7.181908210654405,2.336099716883535,0.6
-42.84086376724302,35.377414899031834,-2.291172536368757,0.1317962316367246,6.47349792900418,2.244961125197847,0.6
-43.266457840583215,35.91003627731686,-2.17787494797655,0.2076504412599454,5.744429840172518,2.107086676289985,0.6
-43.59662062845632,36.46549352303839,-2.0066444530103897,0.3075632258981698,5.051397994390662,1.9072766352303523,0.6
-43.81226474296053,37.08200413266896,-1.766400139571838,0.4176648585089148,4.334759521437477,1.6300184006236313,0.6
-43.85218799290175,37.755343696563145,-1.4378622314314975,0.5935071641493102,3.636353943141604,1.237643556537817,0.6
-43.64037372656701,38.3674328147428,-1.048391012614655,0.5888109175085656,3.6389191160850216,0.8576951943545844,0.6
-43.21982656931311,38.85365086143693,-0.7081307049574312,0.468972547203943,3.793624159256853,0.5573846091065467,0.6
-42.67851385135292,39.19105761747113,-0.443699090544499,0.3463447056805708,4.415251741959969,0.33324649834413705,0.6
-42.05817954696173,39.40579024917743,-0.2495898243679147,0.2520587697357159,4.974538840037444,0.16685908082650705,0.6
-41.40361999895558,39.51603449620775,-0.106001221184183,0.1791216828150122,5.4823594616354185,0.04655350403736218,0.6
-40.72485152628549,39.54765639430396,-0.0705490359184899,-0.0708859463872361,5.957541653424164,0.09463270988294745,0.6
-40.05086246302665,39.61162888524392,-0.0484298866596757,0.131883732595879,6.395971287210684,0.0037865746571804524,0.9
-39.35021569041002,39.61428194923676,0.0048372154873723,0.0246255922136916,6.820092599950828,-0.013464198228527803,0.9
-38.649886663535696,39.60485201055252,0.0380416862744862,0.0726037612182178,7.219196850123012,-0.06346733993245127,2.0
-37.9742166409165,39.561911359597374,0.0809199607998695,0.0515877787225683,7.585055590971012,-0.09838327937062118,1.2
-37.30087013777654,39.495450753928296,0.0672040640524585,-0.0890810448538993,7.933852526317174,-0.03706728811797016,1.2
-36.6013355779534,39.46950902258912,0.0679256530365265,0.0913705740194724,8.279259579631336,-0.09990624253327904,2.0
-35.929244495380544,39.40213863152678,0.1249516999783611,0.0759870598080813,8.599407721121382,-0.1506148472086358,1.2
-35.27750238183616,39.303227531887,0.1407580312390023,-0.029147144866228,8.900755748145835,-0.13115106385090516,1.2
-34.606962473818754,39.21477779756715,0.1480894091981116,0.0513572832814907,9.19968694491747,-0.16545713778535778,1.6
-33.95634231323717,39.10613482825264,0.1709344879221101,0.0164967444650374,9.48215527575677,-0.17637534995766035,1.2
-33.30259209355916,38.98961868637798,0.1851718993517243,0.0266651877617358,9.758262473143407,-0.19402543875840145,1.2
-32.65519428748952,38.86240668671827,0.2049595027334124,0.0332769448514455,10.025064054641897,-0.21593719918084595,1.6
-32.01330048684,38.72160259155366,0.2222442836404436,0.0192812102441214,10.283926967256342,-0.22857966119285314,1.2
-31.37609645586388,38.5733598435308,0.2487462068723061,0.0615992280626331,10.535317768224216,-0.268895954672841,1.6
-30.74485946828917,38.39940993711284,0.2853002942453814,0.0504457555514302,10.77211789689794,-0.30181538568917465,1.2
-30.123881853569348,38.20608316998237,0.319196156180613,0.0534499347504523,11.010973112392216,-0.3365774232218459,1.2
-29.51001601015051,37.99129723472912,0.3504720330396169,0.0429179710568704,11.244749225926832,-0.36442803720518985,1.2
-28.90504232004654,37.7605199040367,0.3776741301042909,0.0410051367712075,11.47276578836566,-0.39094946628811916,1.2
-28.30771983596092,37.51432433737001,0.408843411413622,0.0552781867211386,11.695850315402256,-0.4267001976723345,1.6
-27.71835507681115,37.24637956062165,0.4435451475989737,0.0519570186516313,11.811552607134644,-0.4603640037310845,0.6
-27.137442791342217,36.958303876501645,0.47768820724196,0.0531249314314656,11.975542990029918,-0.49491179911874017,1.2
-26.56349462831568,36.64853602289624,0.5114863101725876,0.0508255797707205,12.0,-0.5280606832425083,0.6
-26.00012366599412,36.31991335518521,0.544773167629212,0.0507162678016562,12.0,-0.5613120234222511,0.6
-25.44219335835809,35.96909861945849,0.578638611031974,0.0526387043670146,12.0,-0.5959845868147151,0.6
-24.897369182840933,35.59956719510967,0.6043272701237054,0.0249252399076864,12.0,-0.6125316759752453,0.6
-24.34965600901105,35.2146924788873,0.6298335320242213,0.0517067710652139,12.0,-0.6471402115972447,0.6
-23.815736940434213,34.811208939075954,0.6614975799495791,0.0428914480740016,12.0,-0.6758496975933747,0.6
-23.293429105009423,34.392412084119925,0.671127447153428,-0.0141189650636878,12.0,-0.6664013026805568,0.6
-22.767621269162085,33.978909796903466,0.6816684942861269,0.0446985643674779,12.0,-0.696618431802607,0.6
-22.243659242101657,33.54060290460676,0.6940672940363031,-0.0075237400632897,12.0,-0.6914974958141165,0.6
-21.72128051678594,33.108148134031765,0.6877552184733877,-0.0111119288114706,12.0,-0.683987403306052,0.6
-21.19923129851386,32.68253307789166,0.6948657763628926,0.0318431801215771,12.0,-0.7055899253416236,0.6
-20.67912419122515,32.239459355988885,0.6999964753291272,-0.0166100063191805,12.0,-0.6943221108860038,0.6
-20.161544917466124,31.80850814886921,0.6914576924966906,-0.0084472647679411,12.0,-0.6886130604427783,0.6
-19.637896611992048,31.377541888554948,0.688977380659811,0.0010667344155839,12.0,-0.6893391040970795,0.6
-19.110804368554447,30.943098954214253,0.6874556110444897,-0.0056317081099014,12.0,-0.6855322221332009,0.6
-18.59302948960474,30.519635468184983,0.7004562054271629,0.0436967422195427,12.0,-0.7150703236313132,0.6
-18.077279264937843,30.07176645350022,0.7083404468503468,-0.0196995580362498,12.0,-0.7016123559763497,0.6
-17.555410034019843,29.63076170921373,0.6850312425830806,-0.0495775243724861,12.0,-0.6680942657747635,0.6
-17.030323386096903,29.21638593314503,0.6848273576630193,0.0489926983536781,12.0,-0.7012128776286788,0.6
-16.50840567340631,28.77569748121872,0.6869473058984876,-0.0426565721702005,12.0,-0.672378274119777,0.6
-15.985130042639788,28.359100730896767,0.6884998132104193,0.0471995097185587,12.0,-0.7042846698992031,0.6
-15.464539480465175,27.91678648715524,0.6897072268738251,-0.0432456443526118,12.0,-0.6749361824183552,0.6
-14.938183681557042,27.495533285772197,0.6804726361520861,0.016337499542037,12.0,-0.6859797589937684,0.6
-14.413733636346509,27.06621865011107,0.6962057186945813,0.029942043289905,12.0,-0.7063524801437556,0.6
-13.89411390121463,26.622875875780093,0.6934251189412255,-0.0386574380390526,12.0,-0.6802226270108129,0.6
-13.374153961390329,26.20221286678782,0.6894098969605372,0.026900547460056,11.744159972484445,-0.6984056612884524,0.6
-12.851024314689331,25.763010692462007,0.6929372135022139,-0.0163526414509916,11.329719028059824,-0.6873523418772363,0.6
-12.33407781459598,25.33865209614059,0.6926044856797249,0.0153828850559185,10.908671738078208,-0.6977486396163366,0.6
-11.810812105803803,24.89992149532237,0.696422274308313,-0.0038810925308807,10.461316505587291,-0.6950971617487471,0.6
-11.285889165251398,24.46216640427443,0.7002212787624333,0.0150784001683452,9.993504343743552,-0.7053743296658445,0.6
-10.768414699700806,24.021527896457645,0.7180396141008504,0.0376684487571416,9.50551648973559,-0.7308405476923725,0.6
-10.267690824828604,23.57266279535224,0.7228465732278194,-0.0233882526727066,8.996687430724323,-0.7149827265157013,0.6
-9.751509845187918,23.12449902697065,0.6886069634706556,-0.0786813629633257,8.448085129187204,-0.66171405540059,0.6
-9.222567639714027,22.71252970766891,0.6277890727998484,-0.10120656712618,7.951828101572567,-0.5938622755541841,0.6
-8.66694085723529,22.337390546314754,0.5542155131503018,-0.1204021473342282,7.479638478158115,-0.5138558788479565,0.6
-8.093416642521952,22.01367512816616,0.4642061836424369,-0.1548694725659297,7.011180869507415,-0.41320899429262997,0.6
-7.506192492663217,21.75620568177893,0.3578337298229154,-0.1739510322215423,6.65230428171503,-0.302065825252764,0.6
-6.898339995661779,21.566798113047152,0.2362913683335383,-0.1956420066733168,6.2749103436077895,-0.1740131976543541,0.6
-6.2361225912587415,21.45038615843706,0.0945136108386887,-0.2334238594067514,5.79791687983485,-0.01604088638318857,0.6
-5.555058614160352,21.43946035143807,-0.0805411717067615,-0.2860434906723423,5.237966342190393,0.17796197977466965,0.6
-4.89041852075853,21.559005710023488,-0.269478680505188,-0.2801629618689283,5.240641094334009,0.3640809328180938,0.6
-4.279901885184337,21.791654772167607,-0.4420930377108538,-0.2389560437981135,5.429798830415053,0.5201531309162322,0.6
-3.7133164536419594,22.11617517854155,-0.5938721316634189,-0.2246084573645498,5.830824340173852,0.6671998656553597,0.6
-3.197661497490735,22.52235997327964,-0.7370923186313622,-0.2154257042429307,6.031181677431136,0.807797769000455,0.6
-2.7492232321377585,22.99135174732016,-0.8835766892754543,-0.2344906922974,5.785165221954571,0.9596555811952427,0.6
-2.378357605105812,23.520692299937934,-1.0422060453017352,-0.2532416839420379,5.566869535571319,1.1240441175688878,0.6
-2.0966926385997056,24.10865101371273,-1.204489963368322,-0.2457957373000762,5.569451816281709,1.2846121080589012,0.6
-1.9119110979509413,24.73660023460818,-1.3547853760475193,-0.2113393678866759,5.783979285764988,1.4239529736467307,0.6
-1.8147463682232756,25.393527054320234,-1.485065818827074,-0.1807205782252255,6.162668602593098,1.5450710299631052,1.2
-1.7973498406018038,26.069619926821,-1.6004625882708456,-0.1643648985277212,6.567056993551331,1.65604404452838,1.2
-1.854737945672241,26.74118067658629,-1.7046131861778342,-0.1447492124849594,6.904107366662317,1.753394357743922,1.2
-1.9765962099588703,27.40110515244117,-1.7936815234222463,-0.1262398759952231,7.258506704835498,1.8360407058959043,1.2
-2.1439163669555086,28.017056811242643,-1.8720056088657104,-0.1114401810899571,7.602111808573879,1.9075701554117812,1.2
-2.3572030564933044,28.62625390361298,-1.9394607189313349,-0.0979189468587886,7.934465633780881,1.9710618130050677,1.6
-2.6110160224741747,29.226133952354257,-2.0027870014870164,-0.0974357152872004,8.256310882279644,2.0345201375148583,1.2
-2.9022870089408954,29.8085649654486,-2.060474191235588,-0.079901696510791,8.5659961032504,2.0864902897604334,1.2
-3.222654456160633,30.37372827410292,-2.0959810285904683,-0.0290843451143361,8.864168752106428,2.105428347480231,1.2
-3.555188200657412,30.93529253195157,-2.0796088587672994,0.0796963046869189,9.15393749889185,2.053602518689052,1.2
-3.856008462219663,31.509176752267937,-2.058511327571305,-0.0150796237192661,9.432823093837795,2.063396729521001,1.2
-4.163903087242623,32.08282252106606,-2.063247570813525,0.0004580336014419,9.704976386810506,2.0630984689917473,1.2
-4.471744006120318,32.65677899094227,-2.062051691259493,0.003216354961672,9.96980285386368,2.0610042848085053,1.2
-4.778198216916145,33.231033966765494,-2.0490754007973355,0.0368613110645153,9.728611874520425,2.0370787134697563,0.6
-5.069172842608893,33.80917003586487,-2.052208994874349,-0.046454285752796,9.25119773593292,2.0672423105700686,0.6
-5.379439387510111,34.38193803925212,-2.0861302004350235,-0.0580159271840761,8.74457165847453,2.10502613434038,0.6
-5.710979523545014,34.94233834036213,-2.0980337257403163,0.0214350706360856,8.222880103590152,2.091055241093789,0.6
-6.035304081663398,35.50844297586096,-2.055446934293072,0.1094750098951681,7.64733812580451,2.019734690862339,0.6
-6.3176397012111565,36.09450990587253,-1.9730549495925809,0.1436531850457435,7.166451702335145,1.926329658874507,0.6
-6.54386197718064,36.70376129484262,-1.8708615442968155,0.1706036830663865,6.767275252754271,1.8154243026194474,0.6
-6.7013511680470685,37.33465827805068,-1.7533803804178816,0.1900142932820149,6.426658441622722,1.6916015108187366,0.6
-6.780050401038601,37.98294185886863,-1.6305104111265845,0.1922094680290518,6.389854645646433,1.5677488187660695,0.6
-6.778113154298829,38.61862213408884,-1.50886194478465,0.177482861242055,6.392372607363412,1.4524518773416857,0.6
-6.699767369770505,39.27754351162832,-1.402328291388839,0.1564068883230868,6.696453844859371,1.3504346361168311,0.6
-6.559667266714925,39.9029925516228,-1.3035461518440536,0.1444905079009358,7.025412435977122,1.257240900523282,0.9
-6.359483274194119,40.52036374732968,-1.2143780243135454,0.131463315534201,7.321802874508472,1.1717172361212085,1.2
-6.106101526619192,41.12121001610913,-1.1339843754746923,0.1165310927006487,7.623122481510694,1.095990058836344,1.2
-5.810039506635839,41.697175720568765,-1.06432883416155,0.0970669359782823,7.952950602969394,1.032898469216326,1.2
-5.475815840585433,42.25741249169421,-1.0554504336009682,-0.0696441713502462,8.274556525270047,1.0781669068355177,1.6
-5.169520883092531,42.82803814463404,-1.0736948432638975,0.0137180806314638,8.58192055429323,1.0692526933233302,1.2
-4.856054722411727,43.39973483702336,-1.0830311446941203,-0.0423913838389723,8.88061509476168,1.0968506419095343,1.2
-4.559367354563541,43.97814079759184,-1.1045305363768796,-0.0237024299878295,9.168740227510588,1.112234526912913,1.2
-4.272512876509055,44.559219212158425,-1.08833857840654,0.0732767131227007,9.44722207097026,1.0645959875553892,1.2
-3.956283486166804,45.129638336361296,-1.0863717038552263,-0.0670777257512544,9.719449147460717,1.1082461222566564,1.2
-3.666559289648724,45.71067994998265,-1.101573592439938,0.020573517415608,9.983077631740125,1.0948947249337986,1.2
-3.369385685537239,46.28725403590303,-1.0835596503177924,0.0347610572510966,10.23968053858766,1.0722857314675793,1.6
-3.057571129965986,46.86005281336274,-1.089602065331619,-0.0534018010462901,10.491349958789936,1.1070156179575192,1.6
-2.767462430620057,47.44007719633183,-1.1017230800396425,0.0163004465725661,10.73576569586372,1.0964374146241374,1.2
-2.470849304529729,48.01775047337495,-1.0842716836454074,0.0373112291340805,10.975046786325562,1.0721572257776526,1.2
-2.15898466132154,48.59046598772487,-1.090364025197171,-0.0562068696923073,11.210201825834602,1.1086908895232355,1.2
-1.8701513623659736,49.17036663070981,-1.096907803678232,0.0362528894221424,11.406156017812153,1.085164590080233,1.2
-1.566729647115828,49.74525750301154,-1.0843386073935712,0.0025337750313927,11.631886798222524,1.0835150678952716,1.2
-1.261457079078241,50.32135112941052,-1.097476667866769,-0.0431429619672456,11.853970382979986,1.1115408005089105,2.0
-0.9745545690621212,50.90151252353206,-1.096815395288376,0.0452430452255651,12.0,1.0821741817178498,1.2
-0.6689939324869485,51.476285621182384,-1.0795949865536871,0.0079218475517575,12.0,1.0770166368713106,0.6
-0.3603717863117239,52.04966309611821,-1.089895939195146,-0.0398017696803945,12.0,1.1028546017628085,0.6
-0.0684644978782529,52.62726358399411,-1.0938633803246816,0.0275980630959959,12.0,1.0849330279930736,0.6
