-1.934,11.616,3.143,0.552,4.199
-2.131,11.606,3.250,0.528,4.190
-2.328,11.574,3.355,0.527,4.156
-2.521,11.521,3.462,0.548,4.120
-2.706,11.448,3.574,0.590,4.118
-2.883,11.353,3.695,0.584,4.116
-3.048,11.237,3.808,0.532,4.119
-3.199,11.106,3.909,0.487,4.164
-3.333,10.964,4.001,0.455,4.236
-3.455,10.809,4.089,0.437,4.320
-3.566,10.639,4.176,0.413,4.402
-3.661,10.464,4.254,0.374,4.489
-3.741,10.286,4.322,0.324,4.595
-3.810,10.105,4.381,0.299,4.727
-3.868,9.918,4.440,0.303,4.863
-3.915,9.727,4.499,0.291,4.975
-3.952,9.529,4.555,0.264,5.084
-3.978,9.337,4.605,0.257,5.204
-3.993,9.148,4.654,0.267,5.316
-4.000,8.951,4.707,0.270,5.405
-3.995,8.746,4.763,0.268,5.480
-3.979,8.537,4.818,0.260,5.548
-3.955,8.352,4.865,0.250,5.617
-3.921,8.163,4.913,0.244,5.689
-3.876,7.969,4.961,0.240,5.760
-3.821,7.771,5.010,0.238,5.828
-3.754,7.571,5.060,0.237,5.890
-3.684,7.390,5.105,0.222,5.947
-3.606,7.213,5.146,0.206,6.016
-3.520,7.036,5.185,0.192,6.098
-3.426,6.860,5.223,0.182,6.187
-3.323,6.685,5.258,0.173,6.282
-3.213,6.511,5.293,0.166,6.379
-3.102,6.346,5.325,0.152,6.476
-2.986,6.187,5.353,0.134,6.584
-2.866,6.030,5.378,0.118,6.706
-2.741,5.875,5.400,0.104,6.840
-2.613,5.722,5.420,0.090,6.985
-2.481,5.570,5.436,0.077,7.131
-2.347,5.420,5.451,0.066,7.275
-2.211,5.273,5.464,0.067,7.415
-2.074,5.128,5.477,0.068,7.552
-1.935,4.985,5.491,0.069,7.687
-1.794,4.845,5.505,0.070,7.820
-1.652,4.707,5.519,0.072,7.950
-1.508,4.571,5.533,0.074,8.078
-1.361,4.436,5.548,0.076,8.201
-1.210,4.301,5.564,0.078,8.316
-1.058,4.170,5.580,0.081,8.421
-0.905,4.043,5.596,0.084,8.500
-0.751,3.919,5.613,0.088,8.500
-0.597,3.798,5.631,0.091,8.421
-0.440,3.680,5.649,0.094,8.336
-0.275,3.562,5.668,0.093,8.249
-0.109,3.447,5.687,0.092,8.157
0.056,3.337,5.705,0.091,8.059
0.223,3.230,5.723,0.089,7.953
0.389,3.128,5.740,0.088,7.840
0.558,3.028,5.757,0.086,7.719
0.733,2.928,5.774,0.086,7.589
0.909,2.832,5.791,0.084,7.452
1.084,2.739,5.808,0.083,7.306
1.261,2.651,5.824,0.081,7.149
1.438,2.565,5.840,0.078,6.981
1.617,2.481,5.855,0.078,6.800
1.799,2.400,5.871,0.080,6.608
1.982,2.322,5.887,0.082,6.406
2.166,2.246,5.903,0.084,6.194
2.351,2.174,5.920,0.085,5.970
2.536,2.106,5.937,0.087,5.731
2.726,2.039,5.957,0.111,5.493
2.917,1.977,5.982,0.140,5.264
3.109,1.921,6.013,0.170,5.043
3.301,1.871,6.050,0.203,4.829
3.493,1.830,6.093,0.239,4.621
3.691,1.797,6.145,0.280,4.420
3.897,1.775,6.209,0.336,4.235
4.099,1.767,0.000,0.407,4.079
4.296,1.776,0.089,0.496,3.969
4.486,1.802,0.194,0.604,3.934
4.678,1.853,0.323,0.647,3.933
4.877,1.935,0.454,0.570,3.931
5.056,2.035,0.566,0.523,3.954
5.212,2.146,0.665,0.521,3.865
5.348,2.263,0.764,0.611,3.803
5.488,2.417,0.906,0.692,3.801
5.596,2.572,1.010,0.348,3.800
5.693,2.734,1.036,0.091,3.799
5.782,2.891,1.089,0.466,3.580
5.864,3.071,1.207,0.705,3.503
5.924,3.277,1.373,0.816,3.501
5.947,3.472,1.527,0.707,3.500
5.943,3.663,1.653,0.626,3.573
5.914,3.862,1.776,0.611,3.682
5.859,4.060,1.905,0.645,3.736
5.778,4.252,2.046,0.717,3.734
5.678,4.417,2.171,0.568,3.732
5.560,4.573,2.267,0.412,3.840
5.427,4.721,2.334,0.272,4.036
5.284,4.864,2.376,0.147,4.288
5.135,5.003,2.395,0.033,4.525
4.988,5.140,2.396,-0.009,4.750
4.841,5.276,2.391,-0.040,4.965
4.696,5.412,2.380,-0.072,5.171
4.553,5.550,2.363,-0.105,5.369
4.415,5.690,2.339,-0.139,5.559
4.278,5.836,2.309,-0.143,5.743
4.145,5.986,2.282,-0.127,5.921
4.017,6.139,2.258,-0.112,6.094
3.893,6.293,2.238,-0.095,6.262
3.773,6.449,2.221,-0.078,6.425
3.654,6.608,2.207,-0.063,6.584
3.536,6.769,2.196,-0.049,6.740
3.420,6.931,2.187,-0.033,6.891
3.306,7.093,2.182,-0.018,7.040
3.193,7.255,2.180,-0.002,7.185
3.080,7.416,2.181,0.007,7.327
2.967,7.577,2.183,0.013,7.466
2.853,7.739,2.186,0.019,7.603
2.738,7.901,2.191,0.024,7.737
2.620,8.065,2.196,0.029,7.868
2.505,8.224,2.202,0.031,7.998
2.390,8.381,2.208,0.032,8.125
2.271,8.539,2.215,0.033,8.250
2.151,8.699,2.221,0.034,8.100
2.027,8.860,2.228,0.034,7.903
1.904,9.018,2.235,0.041,7.707
1.782,9.172,2.245,0.056,7.526
1.658,9.326,2.258,0.070,7.357
1.530,9.480,2.273,0.085,7.201
1.399,9.632,2.291,0.100,7.058
1.265,9.781,2.313,0.115,6.927
1.126,9.929,2.337,0.119,6.793
0.983,10.074,2.361,0.123,6.657
0.839,10.213,2.387,0.131,6.520
0.693,10.347,2.414,0.142,6.387
0.545,10.475,2.443,0.157,6.263
0.391,10.600,2.476,0.169,6.144
0.224,10.727,2.511,0.166,6.024
0.058,10.843,2.544,0.162,5.889
-0.105,10.951,2.575,0.157,5.738
-0.266,11.050,2.604,0.151,5.567
-0.436,11.148,2.634,0.167,5.376
-0.614,11.243,2.672,0.204,5.206
-0.792,11.328,2.715,0.234,5.047
-0.971,11.405,2.763,0.250,4.883
-1.154,11.472,2.812,0.271,4.717
-1.342,11.530,2.873,0.342,4.596
-1.535,11.576,2.948,0.415,4.530
-1.732,11.606,3.038,0.488,4.528
