#x_m,y_m,w_tr_right_m,w_tr_left_m
3.6399999999999997,3.97,0.4,0.4071067811865476
3.59,3.9200000000000004,0.41063352017759486,0.351920240520265
3.3899999999999997,3.9200000000000004,0.3041522986797287,0.3500000000000001
3.34,3.8700000000000006,0.33245553203367595,0.30000000000000004
2.9400000000000004,3.8700000000000006,0.28523499553598136,0.33245553203367595
2.8899999999999997,3.8200000000000007,0.3184658438426491,0.30000000000000004
2.74,3.8200000000000007,0.27008771254956904,0.3184658438426491
2.6900000000000004,3.77,0.308276253029822,0.28523499553598136
2.54,3.77,0.28523499553598136,0.3184658438426491
2.49,3.72,0.3184658438426491,0.28523499553598136
1.9400000000000004,3.72,0.3500000000000001,0.30000000000000004
1.8899999999999997,3.77,0.308276253029822,0.3500000000000001
1.3899999999999997,3.77,0.38007352543677225,0.4280109889280519
1.3399999999999999,3.72,0.4158910531638178,0.39641941385920604
1.2400000000000002,3.72,0.38007352543677225,0.4280109889280519
1.1900000000000004,3.6700000000000004,0.4158910531638178,0.39641941385920604
1.0899999999999999,3.6700000000000004,0.38007352543677225,0.4158910531638178
1.04,3.6200000000000006,0.4158910531638178,0.38007352543677225
0.9400000000000004,3.6200000000000006,0.38007352543677225,0.4158910531638178
0.8899999999999997,3.5700000000000007,0.4158910531638178,0.38007352543677225
0.7400000000000002,3.5700000000000007,0.38007352543677225,0.4280109889280519
0.6900000000000004,3.52,0.4158910531638178,0.39641941385920604
0.5899999999999999,3.52,0.38007352543677225,0.4280109889280519
0.54,3.47,0.4158910531638178,0.39641941385920604
0.4400000000000004,3.47,0.3946221994724903,0.43824115301167005
0.3899999999999997,3.4200000000000004,0.41063352017759486,0.4071067811865476
0.33999999999999986,3.4200000000000004,0.38007352543677225,0.4158910531638178
0.29000000000000004,3.3700000000000006,0.3946221994724903,0.38007352543677225
0.2400000000000002,3.3700000000000006,0.370820393249937,0.39641941385920604
0.1899999999999995,3.3200000000000007,0.39641941385920604,0.370820393249937
0.08999999999999986,3.3200000000000007,0.36708320320631677,0.4158910531638178
0.040000000000000036,3.27,0.39641941385920604,0.38007352543677225
-0.0600000000000005,3.27,0.36708320320631677,0.4158910531638178
-0.11000000000000032,3.22,0.3946221994724903,0.3946221994724903
-0.16000000000000014,3.22,0.370820393249937,0.4158910531638178
-0.20999999999999996,3.1700000000000004,0.3946221994724903,0.3946221994724903
-0.2599999999999998,3.1700000000000004,0.370820393249937,0.4158910531638178
-0.3100000000000005,3.1200000000000006,0.39641941385920604,0.3946221994724903
-0.3600000000000003,3.1200000000000006,0.38007352543677225,0.4158910531638178
-0.41000000000000014,3.0700000000000007,0.4158910531638178,0.38007352543677225
-0.5100000000000002,3.0700000000000007,0.38007352543677225,0.4158910531638178
-0.56,3.02,0.4158910531638178,0.3946221994724903
-0.6600000000000001,3.02,0.38007352543677225,0.4280109889280519
-0.71,2.97,0.4158910531638178,0.39641941385920604
-0.81,2.97,0.39641941385920604,0.4280109889280519
-0.8600000000000003,2.9200000000000004,0.4280109889280519,0.39641941385920604
-0.96,2.9200000000000004,0.39641941385920604,0.43824115301167005
-1.0100000000000002,2.8700000000000006,0.4280109889280519,0.4158910531638178
-1.06,2.8700000000000006,0.4158910531638178,0.43824115301167005
-1.1100000000000003,2.8200000000000007,0.4433034373659254,0.4158910531638178
-1.21,2.8200000000000007,0.4158910531638178,0.4433034373659254
-1.2600000000000002,2.77,0.45663729752107796,0.4158910531638178
-1.3600000000000003,2.77,0.4158910531638178,0.4433034373659254
-1.4100000000000001,2.72,0.4433034373659254,0.4158910531638178
-1.5100000000000002,2.72,0.4158910531638178,0.4615773105863909
-1.56,2.6700000000000004,0.43824115301167005,0.4280109889280519
-1.6100000000000003,2.6700000000000004,0.4158910531638178,0.4433034373659254
-1.6600000000000001,2.6200000000000006,0.4433034373659254,0.4158910531638178
-1.7600000000000002,2.6200000000000006,0.4158910531638178,0.4433034373659254
-1.81,2.5700000000000007,0.4424621202458749,0.4158910531638178
-1.8600000000000003,2.5700000000000007,0.4071067811865476,0.4280109889280519
-1.9100000000000001,2.52,0.41063352017759486,0.39641941385920604
-1.96,2.52,0.38007352543677225,0.4158910531638178
-2.0100000000000002,2.47,0.3946221994724903,0.3946221994724903
-2.06,2.47,0.370820393249937,0.4158910531638178
-2.41,2.1200000000000006,0.27008771254956904,0.27008771254956904
-2.46,2.1200000000000006,0.23150729063673256,0.28523499553598136
-2.5600000000000005,2.02,0.23150729063673256,0.2408326913195985
-2.6100000000000003,2.02,0.20000000000000007,0.27008771254956904
-2.71,1.9200000000000004,0.23150729063673256,0.23851648071345044
-2.7600000000000002,1.9200000000000004,0.20000000000000007,0.2590169943749475
-2.8600000000000003,1.8199999999999998,0.23150729063673256,0.23150729063673256
-2.91,1.8199999999999998,0.20000000000000007,0.26568542494923814
-3.0600000000000005,1.6700000000000004,0.27008771254956904,0.27008771254956904
-3.1100000000000003,1.6700000000000004,0.2590169943749475,0.31032778078668516
-3.2600000000000002,1.52,0.31032778078668516,0.370820393249937
-3.2600000000000002,1.4700000000000002,0.351920240520265,0.3500000000000001
-3.41,1.3200000000000003,0.4280109889280519,0.45663729752107796
-3.41,1.2200000000000002,0.5246211251235321,0.45
-3.4600000000000004,1.1700000000000004,0.506225774829855,0.5
-3.4600000000000004,1.12,0.48262379212492645,0.5
-3.41,1.0700000000000003,0.506225774829855,0.45
-3.41,0.8700000000000001,0.4158910531638178,0.4516648189186455
-3.3600000000000003,0.8200000000000003,0.43824115301167005,0.4071067811865476
-3.3600000000000003,0.7200000000000002,0.37268120235368557,0.4280109889280519
-3.1100000000000003,0.4700000000000002,0.3020797289396149,0.3363961030678928
-3.0600000000000005,0.4700000000000002,0.32649820430708343,0.30104076400856544
-2.96,0.3700000000000001,0.2830951894845301,0.3020797289396149
-2.91,0.3700000000000001,0.3041522986797287,0.27008771254956904
-2.8600000000000003,0.3200000000000003,0.2830951894845301,0.2830951894845301
-2.8100000000000005,0.3200000000000003,0.3041522986797287,0.2590169943749475
-2.7600000000000002,0.27,0.2830951894845301,0.2830951894845301
-2.71,0.27,0.3041522986797287,0.2590169943749475
-2.66,0.2200000000000002,0.2830951894845301,0.2830951894845301
-2.6100000000000003,0.2200000000000002,0.3041522986797287,0.2590169943749475
-2.5600000000000005,0.17000000000000037,0.2830951894845301,0.2830951894845301
-2.5100000000000002,0.17000000000000037,0.3041522986797287,0.2590169943749475
-2.41,0.07000000000000028,0.2590169943749475,0.30104076400856544
-2.3600000000000003,0.07000000000000028,0.2830951894845301,0.26568542494923814
-2.1100000000000003,-0.17999999999999972,0.27008771254956904,0.26568542494923814
-2.1100000000000003,-0.22999999999999998,0.2408326913195985,0.30104076400856544
-2.06,-0.2799999999999998,0.2590169943749475,0.2830951894845301
-2.06,-0.32999999999999985,0.23033008588991072,0.3041522986797287
-1.9100000000000001,-0.48,0.2590169943749475,0.2590169943749475
-1.9100000000000001,-0.5299999999999998,0.23851648071345044,0.2830951894845301
-1.8600000000000003,-0.5799999999999998,0.2590169943749475,0.2590169943749475
-1.8600000000000003,-0.6299999999999999,0.23851648071345044,0.2830951894845301
-1.81,-0.6799999999999999,0.2590169943749475,0.27008771254956904
-1.81,-0.73,0.23851648071345044,0.3020797289396149
-1.6600000000000001,-0.8799999999999999,0.3184658438426491,0.31032778078668516
-1.6600000000000001,-0.9299999999999999,0.308276253029822,0.351920240520265
-1.56,-1.0299999999999998,0.38007352543677225,0.38007352543677225
-1.56,-1.0799999999999998,0.36708320320631677,0.4211102550927979
-1.5100000000000002,-1.0799999999999998,0.4158910531638178,0.3946221994724903
-1.4100000000000001,-1.18,0.4158910531638178,0.4433034373659254
-1.31,-1.18,0.4433034373659254,0.4158910531638178
-1.2600000000000002,-1.23,0.4158910531638178,0.45663729752107796
-1.0100000000000002,-1.23,0.4158910531638178,0.45
-0.96,-1.18,0.43824115301167005,0.4
-0.7600000000000002,-1.18,0.36708320320631677,0.40178344238091007
-0.71,-1.13,0.3946221994724903,0.35764732189829535
-0.6600000000000001,-1.13,0.370820393249937,0.36708320320631677
-0.6100000000000003,-1.0799999999999998,0.3717514421272202,0.33245553203367595
-0.56,-1.0799999999999998,0.3363961030678928,0.3500000000000001
-0.5100000000000002,-1.0299999999999998,0.3363961030678928,0.32649820430708343
-0.45999999999999996,-1.0299999999999998,0.30104076400856544,0.3500000000000001
-0.16000000000000014,-0.73,0.31032778078668516,0.30104076400856544
-0.11000000000000032,-0.73,0.2830951894845301,0.3363961030678928
0.13999999999999968,-0.48,0.39641941385920604,0.38007352543677225
0.1899999999999995,-0.48,0.38007352543677225,0.4211102550927979
0.2400000000000002,-0.42999999999999994,0.4158910531638178,0.4158910531638178
0.6399999999999997,-0.42999999999999994,0.4,0.3500000000000001
0.6900000000000004,-0.48,0.3500000000000001,0.370820393249937
0.8399999999999999,-0.48,0.35764732189829535,0.3041522986797287
0.8899999999999997,-0.5299999999999998,0.3184658438426491,0.33245553203367595
0.9900000000000002,-0.5299999999999998,0.3500000000000001,0.308276253029822
1.04,-0.5799999999999998,0.3020797289396149,0.351920240520265
1.2400000000000002,-0.5799999999999998,0.3500000000000001,0.308276253029822
1.29,-0.6299999999999999,0.308276253029822,0.351920240520265
1.9400000000000004,-0.6299999999999999,0.4280109889280519,0.4433034373659254
1.9900000000000002,-0.5799999999999998,0.4615773105863909,0.4158910531638178
2.09,-0.5799999999999998,0.4280109889280519,0.4433034373659254
2.1399999999999997,-0.5299999999999998,0.4615773105863909,0.4158910531638178
2.24,-0.5299999999999998,0.4158910531638178,0.4433034373659254
2.29,-0.48,0.43824115301167005,0.4158910531638178
2.34,-0.48,0.4158910531638178,0.43824115301167005
2.4400000000000004,-0.3799999999999999,0.46321687612368745,0.41063352017759486
2.49,-0.3799999999999999,0.43824115301167005,0.4433034373659254
2.59,-0.2799999999999998,0.49056941504209495,0.4424621202458749
2.6399999999999997,-0.2799999999999998,0.46321687612368745,0.47781745930520236
2.6900000000000004,-0.22999999999999998,0.45,0.47781745930520236
2.6900000000000004,-0.17999999999999972,0.4762087348130013,0.4424621202458749
2.79,-0.08000000000000007,0.4158910531638178,0.4424621202458749
2.79,-0.029999999999999805,0.43824115301167005,0.4071067811865476
2.84,0.020000000000000018,0.4158910531638178,0.41063352017759486
2.84,0.07000000000000028,0.43824115301167005,0.38007352543677225
2.9400000000000004,0.17000000000000037,0.38007352543677225,0.4071067811865476
2.9400000000000004,0.2200000000000002,0.39641941385920604,0.37268120235368557
2.99,0.27,0.370820393249937,0.38007352543677225
2.99,0.3200000000000003,0.3946221994724903,0.351920240520265
3.04,0.3700000000000001,0.370820393249937,0.370820393249937
3.04,0.4200000000000004,0.3946221994724903,0.3500000000000001
3.1900000000000004,0.5700000000000003,0.3403124237432849,0.37268120235368557
3.1900000000000004,0.6200000000000001,0.37268120235368557,0.3403124237432849
3.34,0.77,0.3403124237432849,0.38007352543677225
3.34,0.8200000000000003,0.37268120235368557,0.351920240520265
3.59,1.0700000000000003,0.4211102550927979,0.4071067811865476
3.6399999999999997,1.0700000000000003,0.3946221994724903,0.4424621202458749
3.9400000000000004,1.37,0.4615773105863909,0.41063352017759486
3.9899999999999993,1.37,0.4433034373659254,0.43824115301167005
4.04,1.4200000000000004,0.45,0.4211102550927979
4.090000000000001,1.4200000000000004,0.4211102550927979,0.45
4.239999999999999,1.5700000000000003,0.48262379212492645,0.4424621202458749
4.29,1.5700000000000003,0.4615773105863909,0.47781745930520236
4.39,1.6700000000000004,0.506225774829855,0.47781745930520236
4.44,1.6700000000000004,0.48262379212492645,0.5131727983645297
4.64,1.8700000000000006,0.5381527307120105,0.55
4.64,2.47,0.370820393249937,0.4
4.590000000000001,2.52,0.39641941385920604,0.3500000000000001
4.590000000000001,2.6700000000000004,0.32649820430708343,0.3500000000000001
4.54,2.72,0.3500000000000001,0.30000000000000004
4.54,2.8700000000000006,0.2830951894845301,0.30000000000000004
4.489999999999999,2.9200000000000004,0.3041522986797287,0.25000000000000006
4.489999999999999,3.0700000000000007,0.2590169943749475,0.2590169943749475
4.44,3.1200000000000006,0.2830951894845301,0.2220153254455276
4.44,3.22,0.23851648071345044,0.2590169943749475
4.39,3.27,0.2590169943749475,0.23851648071345044
4.39,3.3200000000000007,0.23851648071345044,0.2590169943749475
4.340000000000001,3.3700000000000006,0.27008771254956904,0.2408326913195985
4.340000000000001,3.4200000000000004,0.2590169943749475,0.27008771254956904
4.29,3.47,0.3020797289396149,0.26568542494923814
4.29,3.52,0.28523499553598136,0.30104076400856544
4.239999999999999,3.5700000000000007,0.3184658438426491,0.30104076400856544
4.239999999999999,3.6200000000000006,0.308276253029822,0.3363961030678928
4.14,3.72,0.38007352543677225,0.351920240520265
4.14,3.77,0.36708320320631677,0.3946221994724903
3.9899999999999993,3.9200000000000004,0.4071067811865476,0.4615773105863909
3.79,3.9200000000000004,0.45,0.39641941385920604
3.7399999999999993,3.97,0.4,0.4280109889280519
